|codigo|fecha|titular|detalle|texto
88|article241672|2014-06-01 00:00:00|Gobierno denuncia tráfico de influencias en COMIBOL para favorecer con áreas de trabajo|Las entidades financieras aprobaron 1.880 préstamos en ese periodo|Desde el 18 de diciembre de 2013 hasta el 30 abril de 2014, las entidades financieras aprobaron 1.880 solicitudes de préstamo por $us 65,46 millones para la vivienda social, informó a La Razón el viceministro de Pensiones y Servicios Financieros, Mario Guillén. La autoridad dijo que esto fue posible gracias a la aprobación, el 18 de diciembre de 2013, del Decreto Supremo 1842 que reglamenta uno de los aspectos claves de la Ley de Servicios Financieros. La norma fija tasas de interés máximas del 5,5%, 6% y 6,5% para acceder a los créditos de vivienda. “Es importante mencionar que desde que se ha emitido el decreto supremo de las tasas de interés, desde diciembre del año pasado hasta la fecha, se han desembolsado 1.880 operaciones, es decir, esa cantidad de personas han accedido a los créditos nuevos por un monto de $us 65,5 millones”, manifestó el viceministro.   A manera de una mejor orientación para quienes quieren acceder a estos créditos, Guillén explicó que el Gobierno ha creado dos tipos de programas de vivienda: uno para aquellas personas de bajos ingresos a través de la Agencia Estatal de Vivienda (AEVivienda) y otro mediante el crédito financiero.  Tasas. En la primera opción, el viceministro de Vivienda, Bonny Morales, dijo a este diario el 16 de marzo que los inmuebles de la AEVivienda cuestan de $us 50.000 para abajo, se construyen en las áreas rurales y urbanas para la gente de menos ingresos y con prioridad para familias que tienen hijos.   “El Gobierno ha creado estas dos opciones y no es verdad que quienes tienen pocos ingresos no puedan acceder a tener una vivienda”, complementó Guillén.  None Sobre el costo de las viviendas, la autoridad indicó que “está claro que con ese monto de $us 40.000” no se puede ir a buscar casa a la zona Sur o el centro de la ciudad de La Paz. “Pero sí puede hallar en El Alto y otras zonas”, manifestó. Además alguien que gane muy poco y solo alcanza a sacar un crédito de $us 16.000 tampoco podría comprarse una casa, pero sí puede ya tener un terreno. “Es decir, con esos datos se ve que estos créditos ayudan a la gente”.   También hizo una comparación sobre los niveles de las tasas de interés antes de la Ley de Servicios Financieros y las que rigen ahora. Solo como ejemplo señaló que el Banco Unión tenía la tasa más baja del mercado con 5,5%, pero pasaba un año y ésta subía a 8%. Otras entidades prestaban al 7,7% y luego le indexaban a una tasa variable del 9,9% en el año.  Ahora hay tres rangos de tasas,  una de 5,5% que permite acceder a viviendas de $us 70.000, la segunda de 6% para inmuebles de hasta $us 90.000 y la tercera tasa de interés de 6,5% para inmuebles de $us 127.000. Guillén indicó que  todos los bancos dan estos créditos. None El Gobierno, a través del Banco Unión, creará un leasing financiero para la vivienda con el fin de facilitar la compra de la casa propia. “El leasing es que el banco se lo compra la casa y se lo alquila a la persona, ese alquiler sirve como si fuera una cuota al banco. Al cabo de un tiempo de contrato termina de pagar y se queda con la vivienda”, explicó el viceministro de Pensiones y Servicios Financieros, Mario Guillén. La autoridad también mencionó que esto es para aminorar el 20% de cuota inicial que ahora exigen los bancos para el crédito de vivienda.  Uno de los reclamos de los clientes es que al momento de prestarse el banco le pide que deposite el 20% de la cuota inicial que “no todos tienen” y prefieren no tomar el crédito. Ahora con esta nueva modalidad habrá más opciones, dijo Guillén. La autoridad señaló que aún no hay fecha del lanzamiento, pero que será una realidad. Hay dos opciones para la casa Acceso La población tiene dos opciones para acceder a una casa propia: a través del programa de la AEVivienda, que ofrece inmuebles por debajo de $us 50.000, o a través de un financiamiento bancario con bajas tasas de interés establecido en la nueva ley financiera. La AEVivienda construye casas en las áreas rurales y condominios en centros urbanos para la población.
89|article241721|2014-06-01 00:00:00|En 4 meses se erogaron $us 65,46 millones para créditos de vivienda|Al momento de firmar el contrato el cliente debe depositar el monto inicial|Los bancos exigen entre el 15 y el 20% de cuota inicial para acceder al crédito de vivienda social. El plazo es hasta 20 años y el desembolso tarda entre 30 a 45 días dependiendo de la presentación de documentos.  De cinco entidades de intermediación financiera visitadas por este medio, en cuatro se informó que el pie o capital de arranque que debe tener el prestatario es del 20%. El viceministro de Pensiones y Servicios Financieros, Mario Guillén, informó que el Banco Nacional  de Bolivia (BNB) y el Banco Mercantil Santa Cruz (BMSC) bajaron su tasa al 15%.  El Gobierno aprobó los créditos de vivienda social a través de la Ley 393 de Servicios Financieros. La reglamentación de las tasas de interés se la hizo mediante el Decreto Supremo 1842, de 18 de diciembre de 2013.  La norma que reglamenta el régimen de tasas de interés para vivienda de interés social y niveles mínimos de cartera fija una tasa de interés del 5,5% para una casa de hasta 255.000 UFV. La tasa para préstamos hasta 380.000 UFV es del 6% y hasta 460.000 UFV no debe pasar del 6,5%. Para una mejor comprensión, si una persona accede a un crédito de $us 70.000 tendrá que colocar un capital de arranque de $us 14.000. Si accede a un préstamo de $us 110.000 debe tener $us 22.000 en efectivo y por un crédito de $us 125.000 deberá contar con un capital de $us 25.000. Cuota. “Al momento de firmar el contrato de crédito, el cliente debe depositar la cuota inicial, no se le descuenta del crédito solicitado”, precisó uno de los ejecutivos de una de las entidades bancarias de la ciudad de La Paz que este diario visitó.    La modalidad del financiamiento es “el 80% del crédito que otorga el banco” y el saldo del 20% “tiene que ser aporte propio” del cliente, indicaron las fuentes consultadas. De acuerdo con una tabla que el Banco Unión distribuyó en sus charlas de información al cliente en marzo, se explicó que si una persona gana unos Bs 3.000 puede acceder a un crédito máximo de $us 23.000 si no paga alquileres, y el monto sube a $us 26.000 si paga alquileres y así sucesivamente (ver infograma). Debido a la gran afluencia de gente que recurre a las entidades bancarias para recabar información o para  iniciar su trámite, algunas entidades han redoblado sus esfuerzos en la atención al público en sus oficinas.  “Al banco también le interesa captar clientes para desembolsar mayores recursos, es por eso que también se ha creado una competencia entre ellos”, expresó Mario Guillén. La autoridad explicó que los bancos, de acuerdo con la Ley de Servicios Financieros, tienen cinco años para que el 60% de su cartera esté dirigida al crédito de vivienda social y en el crédito productivo. “En algún momento tienen que cumplir con estos cupos y para ello tienen que empezar a captar a la gente que necesita vivienda, y en la medida en que haya más competencia tienen que bajar sus tasas del 15 al 10%, por ejemplo”, manifestó el viceministro Guillén.  El decreto reglamentario señala en su artículo 5, inciso II, que “el crédito destinado al financiamiento de una vivienda de un valor superior al máximo establecido para una vivienda de interés social, no estará sujeto a ser considerado financiamiento de vivienda de interés social aún cuando el valor de la vivienda objeto del financiamiento, en el futuro, por la dinámica del mercado inmobiliario, sufriera una reducción y se situara por debajo del valor máximo establecido para este tipo de vivienda de interés social”.  Requisitos para los no asalariados Préstamo Las personas independientes que no gozan de un ingreso mensual fijo pueden presentar su NIT de su actividad comercial, balance de las tres últimas gestiones, pago de impuestos (IVA-IT), entre otros requisitos.
90|article241624|2014-05-31 00:00:00|En un año, el Gobierno atendió 15 conflictos mineros en el país|Superficie. Las áreas de trabajo ocupan el 27% del total de estos problemas en el país|Desde abril de 2013 a la fecha, el Gobierno atendió 15 conflictos mineros en diferentes regiones del país, informó ayer a La Razón el viceministro de Cooperativas Mineras, José Luis Chorolque. El 27% de los problemas son por disputas de áreas de trabajo.  La autoridad dijo que los conflictos mineros datan “desde hace mucho tiempo” atrás. “Estamos hablando desde abril de 2013 a la fecha. Estos conflictos se generan por diversos motivos: problemas de contaminación, áreas de trabajo y vienen acompañados de avasallamientos, además de la explotación, y eso afecta a las comunidades”, afirmó.                                Según información de esa cartera de Estado, el 27% de los conflictos corresponde a diputas por áreas de trabajo. Los casos se presentaron en la región de Arcopongo en La Paz; la provincia Iténez en  Beni; en la provincia Mizque en Cochabamba, y en la provincia Cornelio Saavedra en Potosí. En la región de Arcopongo, en la provincia Inquisivi del departamento de La Paz, se generó una disputa por áreas de trabajo en el río Chaquety.  El 19 de mayo, cooperativistas mineros y comunarios del lugar se enfrentaron dejando como saldo tres personas fallecidas. Actualmente, el Ministerio Público realiza la investigación del caso. En Beni también hay un conflicto entre la Federación Departamental de Cooperativas Mineras (Fedecomin) y la empresa Eagle Crest Bolivia. En la misma situación se encuentran la Cooperativa Minera Indígena Originaria Campesina Siporo Ltda y las comunidades de Tacobamba, que se disputan la concesión minera Víbora en el departamento de Potosí. La Cooperativa Minera del Asiento y la asociación de trabajadores mineros de la Corporación Minera de Bolivia (Comibol), al igual que las mencionadas anteriormente, disputan áreas de trabajo en Cochabamba. De las mencionadas, los conflictos son “latentes” y en tres la empresa estatal inmovilizó las áreas de operaciones. La información indica que entre abril de 2013 y este año se generaron solo dos avasallamientos, ambos en el departamento de La Paz, “en el municipio de Palca y la provincia Murillo”. Chorolque explicó que en el caso de la demarcación de límites el conflicto que se genera en Colquiri entre la Cooperativa 26 de Febrero y la Empresa Minera Colquiri, que depende de la Comibol, es un tema “que está muy sensible y en cualquier momento puede estallar”. Según el funcionario, los otros casos se presentan en los departamentos de La Paz y Potosí. En Palca, por el asentamiento clandestino; en Sud Yungas es por la paralización de la firma de un contrato aurífero y el último es en el Cerro Rico. Solución de conflictos Según datos oficiales, se solucionaron cuatro casos con las cooperativas Nueva San José, Santo Domingo, Corazón de Jesús y 10 de Febrero. Chorolque dice que se debe aplicar la Ley 367 El viceministro de Cooperativas Mineras, José Luis Chorolque, afirmó ayer que en el caso de Arcopongo se debe aplicar la Ley de Avasallamientos 367 que sanciona con privación de libertad hasta en ocho años a personas que efectúen explotación ilegal de minerales. “Se va a aplicar una vez que se hagan las investigaciones (…). Es necesario que se tenga que aplicar, es que ya es hora que la apliquemos. Lo que falta es que se ejecuten las normas y con eso nos vamos a ir ordenando y corrigiendo”, manifestó la autoridad. El artículo único de esa norma incorpora al Código Penal el artículo 232 (Explotación Ilegal de Recursos Minerales) que señala: El que realizare actividades de explotación de recursos minerales sin contar con autorización o derecho otorgado en el marco de la normativa vigente, será sancionado con privación de libertad de cuatro a ocho  años.
91|article241624|2014-05-31 00:00:00|En un año, el Gobierno atendió 15 conflictos mineros en el país|Superficie. Las áreas de trabajo ocupan el 27% del total de estos problemas en el país|Desde abril de 2013 a la fecha, el Gobierno atendió 15 conflictos mineros en diferentes regiones del país, informó ayer a La Razón el viceministro de Cooperativas Mineras, José Luis Chorolque. El 27% de los problemas son por disputas de áreas de trabajo.  La autoridad dijo que los conflictos mineros datan “desde hace mucho tiempo” atrás. “Estamos hablando desde abril de 2013 a la fecha. Estos conflictos se generan por diversos motivos: problemas de contaminación, áreas de trabajo y vienen acompañados de avasallamientos, además de la explotación, y eso afecta a las comunidades”, afirmó.                                Según información de esa cartera de Estado, el 27% de los conflictos corresponde a diputas por áreas de trabajo. Los casos se presentaron en la región de Arcopongo en La Paz; la provincia Iténez en  Beni; en la provincia Mizque en Cochabamba, y en la provincia Cornelio Saavedra en Potosí. En la región de Arcopongo, en la provincia Inquisivi del departamento de La Paz, se generó una disputa por áreas de trabajo en el río Chaquety.  El 19 de mayo, cooperativistas mineros y comunarios del lugar se enfrentaron dejando como saldo tres personas fallecidas. Actualmente, el Ministerio Público realiza la investigación del caso. En Beni también hay un conflicto entre la Federación Departamental de Cooperativas Mineras (Fedecomin) y la empresa Eagle Crest Bolivia. En la misma situación se encuentran la Cooperativa Minera Indígena Originaria Campesina Siporo Ltda y las comunidades de Tacobamba, que se disputan la concesión minera Víbora en el departamento de Potosí. La Cooperativa Minera del Asiento y la asociación de trabajadores mineros de la Corporación Minera de Bolivia (Comibol), al igual que las mencionadas anteriormente, disputan áreas de trabajo en Cochabamba. De las mencionadas, los conflictos son “latentes” y en tres la empresa estatal inmovilizó las áreas de operaciones. La información indica que entre abril de 2013 y este año se generaron solo dos avasallamientos, ambos en el departamento de La Paz, “en el municipio de Palca y la provincia Murillo”. Chorolque explicó que en el caso de la demarcación de límites el conflicto que se genera en Colquiri entre la Cooperativa 26 de Febrero y la Empresa Minera Colquiri, que depende de la Comibol, es un tema “que está muy sensible y en cualquier momento puede estallar”. Según el funcionario, los otros casos se presentan en los departamentos de La Paz y Potosí. En Palca, por el asentamiento clandestino; en Sud Yungas es por la paralización de la firma de un contrato aurífero y el último es en el Cerro Rico. Solución de conflictos Según datos oficiales, se solucionaron cuatro casos con las cooperativas Nueva San José, Santo Domingo, Corazón de Jesús y 10 de Febrero. Chorolque dice que se debe aplicar la Ley 367 El viceministro de Cooperativas Mineras, José Luis Chorolque, afirmó ayer que en el caso de Arcopongo se debe aplicar la Ley de Avasallamientos 367 que sanciona con privación de libertad hasta en ocho años a personas que efectúen explotación ilegal de minerales. “Se va a aplicar una vez que se hagan las investigaciones (…). Es necesario que se tenga que aplicar, es que ya es hora que la apliquemos. Lo que falta es que se ejecuten las normas y con eso nos vamos a ir ordenando y corrigiendo”, manifestó la autoridad. El artículo único de esa norma incorpora al Código Penal el artículo 232 (Explotación Ilegal de Recursos Minerales) que señala: El que realizare actividades de explotación de recursos minerales sin contar con autorización o derecho otorgado en el marco de la normativa vigente, será sancionado con privación de libertad de cuatro a ocho  años.
92|article241642|/ 17 de enero de 1977|En un año, el Gobierno atendió 15 conflictos mineros en el país|Se intensificarán controles en fronteras para evitar el desvío de combustibles|El director Ejecutivo de la Agencia Nacional de Hidrocarburos (ANH), Gary Medrano, informó ayer que la producción de Gas Licuado de Petróleo (GLP) aumentará en 20% debido a la demanda por la temporada de invierno. “El GLP en garrafas se está aumentando, por supuesto que hay un incremento casi de un 20% por el invierno, al menos para el sector occidental del país”, aseguró, tras explicar que en Bolivia se venden todos los días 110.000 garrafas con GLP en tiempo normal, por lo que en invierno llegará a 130.000.  Del total de la comercialización del carburante, La Paz se lleva entre el 30% y 40% y el resto se distribuye en el resto del país, dijo. Complementó que el sector avícola, principalmente de Cochabamba, requiere en invierno un mayor suministro de GLP para mantener la producción de los pollos bebé, por lo que se está previendo un cupo para ellos. “Hemos hecho un convenio con las avícolas”, comunicó Medrano. Controles. La autoridad también anticipó que se reforzarán e intensificarán los patrullajes en las fronteras todos los días para evitar el contrabando, puesto que en cada unidad militar en la actualidad existen entre 30 y 40 uniformados entre oficiales, suboficiales, sargentos y la tropa. Los controles en el departamento de La Paz serán en Chua, Chaguaya, Achacachi, Copacabana y Tiquina que son las zonas más sensibles para el desvío de carburantes en general. “Recordemos bien que la subvención es para los bolivianos, no es para el chileno, ni el peruano, ni el argentino, ni el paraguayo, ni el brasileño”, advirtió Medrano.
93|article241642|2014-05-31 00:00:00|En un año, el Gobierno atendió 15 conflictos mineros en el país|En una entrevista con La Razón, en el IV Congreso Internacional YPFB Gas  & Petróleo 2014, realizado en la ciudad de Santa Cruz,  la  presidenta de la Cámara Boliviana de Hidrocarburos y Energía (CBHE),  Claudia Cronenbold, habló sobre los incentivos a ese sector.|— El presidente Evo Morales indica que en el país se necesitan más inversiones del sector privado, así como las de Samsung, ¿cómo toman ustedes esto en el sector de hidrocarburos? — Actualmente, el empresario boliviano firma sus compromisos de inversión a través de un plan anual que se aprueba con YPFB y el Ministerio de Hidrocarburos y Energía, y las empresas privadas están cumpliendo con su inversión dentro de sus planeamientos que tienen aprobados. Ahora concuerdo con el señor Presidente que es importante intensificar el programa de inversión en exploración. Estamos invirtiendo, pero creo que el desafío de Bolivia es muy grande (…), necesitamos tener las reservas que estamos teniendo hoy. Entonces es importante intensificar las inversiones en exploración, y para poder hacer eso es un trabajo conjunto del Gobierno con el sector de hidrocarburos liderado por YPFB y por las empresas privadas que hoy le prestan servicios.  — El Presidente también habla de que hay que diversificar la inversión en la producción de energía, para que no solo se tenga hidroeléctricas, termoeléctricas, sino también energía nuclear. ¿Cómo toman esto en vista de que en el país no existe experiencia en lo nuclear? — Son especialidades diferentes, creo que para Bolivia es importante comenzar a analizar y ver alternativas, siempre es importante diversificar su energía como fuentes de ingreso, me parece importante tener diferentes fuentes de suministro. Me parece elemental hacer los análisis, los estudios las prospecciones. — Había el incentivo a la producción de hidrocarburos líquidos, ¿cuántas empresas se han beneficiado? — No tengo los datos precisos, pero en realidad está configurado para todos los que son productores de líquidos para que aumenten o consigan cubrir sus costos en la producción de líquidos. — ¿Se están cumpliendo los incentivos para el crudo? — Se están cumpliendo. Las proyecciones que había respecto a la declinación de la producción de líquidos era más acelerada. Con esa norma de incentivos, si bien no ha habido un aumento expresivo de la producción de líquidos en el país, sí hubo una disminución de la caída (en la producción). En realidad, sí hemos conseguido mantener (la producción). Qué es lo que pasa en el sector de hidrocarburos, naturalmente mi producción cae y mis  reservorios, una vez que yo empiezo a producir, llego a mi ‘plato’ de producción. Si no hago nada empieza a declinar y muchas veces, a pesar de todos los esfuerzos que se hace, de trabajar con reservorios, igual la producción cae. Entonces, lo que ha permitido el incentivo de líquidos es que se logre reponer los volúmenes que estaban cayendo. — Una de las plantas petroquímicas estará en Tarija y el Presidente dijo que con ello se da un paso más a la industrialización del gas, ¿qué impacto tiene esto para ustedes?  — Me parece muy bueno que desarrollemos proyectos de esa envergadura en la parte industrial. Obviamente, hoy en día la parte comercial es mucho más importante que la parte técnica porque la parte técnica sí me da una ventaja, es un desafío en el montaje, pero lo que al final determina el éxito del negocio es la parte comercial. Creo que va a ser interesante eso en Bolivia. — La obtención de licencias ambientales ha sido una barrera constante para ustedes, tardan años en obtenerla. ¿Han pedido desde la CBHE que este tema se pueda agilizar? — El sector está trabajando con los organismos gubernamentales para poder determinar mejor el proceso de las licencias ambientales, y de esta manera poder acortar los tiempos y agilizar su obtención, es un proceso muy importante. Creo que la actividad (hidrocarburífera) no puede dañar el medio ambiente y se tiene una responsabilidad, y la licencia ambiental cumple con un objetivo muy importante para todos los bolivianos, entonces en lo que hay que trabajar es agilizar para poder eliminar lo que no agregue valor, lo que no esté aportando.  — Es la primera mujer en ocupar el cargo de presidenta de la CBHE. ¿En otras cámaras de Latinoamérica otras mujeres ocupan también ese puesto? — En realidad hay todavía muy pocas mujeres en posiciones de liderazgo, hay una estadística de que en América Latina, en realidad en México y Brasil se llega a- penas al 6% de cantidad de mujeres que ocupan posiciones de presidencia o de directorio. Entonces, eso muestra que todavía hay mucho espacio no solo en el sector de hidrocarburos. Creo que en Brasil el presidente de Petrobras es una mujer, Graca Foster, entonces sí se ven posiciones importantes ocupadas por mujeres. Una mujer lidera la CBHE por primera vez Claudia Cronenbold es cruceña, ingeniera comercial egresada de la Universidad Gabriel René Moreno de Santa Cruz. Hace 15 años ocupa cargos en el sector de evaluación de negocios, proyectos y planificación estratégica. Actualmente es Gerente General de la empresa Transierra, que transporta gas natural por ductos. Es la primera mujer en ser presidenta de la CBHE, en los 27 años de esa organización.
94|article241596|2014-05-31 00:00:00|La producción de GLP aumentará en 20%|En una entrevista con La Razón, en el IV Congreso Internacional YPFB Gas  & Petróleo 2014, realizado en la ciudad de Santa Cruz,  la  presidenta de la Cámara Boliviana de Hidrocarburos y Energía (CBHE),  Claudia Cronenbold, habló sobre los incentivos a ese sector.|— El presidente Evo Morales indica que en el país se necesitan más inversiones del sector privado, así como las de Samsung, ¿cómo toman ustedes esto en el sector de hidrocarburos? — Actualmente, el empresario boliviano firma sus compromisos de inversión a través de un plan anual que se aprueba con YPFB y el Ministerio de Hidrocarburos y Energía, y las empresas privadas están cumpliendo con su inversión dentro de sus planeamientos que tienen aprobados. Ahora concuerdo con el señor Presidente que es importante intensificar el programa de inversión en exploración. Estamos invirtiendo, pero creo que el desafío de Bolivia es muy grande (…), necesitamos tener las reservas que estamos teniendo hoy. Entonces es importante intensificar las inversiones en exploración, y para poder hacer eso es un trabajo conjunto del Gobierno con el sector de hidrocarburos liderado por YPFB y por las empresas privadas que hoy le prestan servicios.  — El Presidente también habla de que hay que diversificar la inversión en la producción de energía, para que no solo se tenga hidroeléctricas, termoeléctricas, sino también energía nuclear. ¿Cómo toman esto en vista de que en el país no existe experiencia en lo nuclear? — Son especialidades diferentes, creo que para Bolivia es importante comenzar a analizar y ver alternativas, siempre es importante diversificar su energía como fuentes de ingreso, me parece importante tener diferentes fuentes de suministro. Me parece elemental hacer los análisis, los estudios las prospecciones. — Había el incentivo a la producción de hidrocarburos líquidos, ¿cuántas empresas se han beneficiado? — No tengo los datos precisos, pero en realidad está configurado para todos los que son productores de líquidos para que aumenten o consigan cubrir sus costos en la producción de líquidos. — ¿Se están cumpliendo los incentivos para el crudo? — Se están cumpliendo. Las proyecciones que había respecto a la declinación de la producción de líquidos era más acelerada. Con esa norma de incentivos, si bien no ha habido un aumento expresivo de la producción de líquidos en el país, sí hubo una disminución de la caída (en la producción). En realidad, sí hemos conseguido mantener (la producción). Qué es lo que pasa en el sector de hidrocarburos, naturalmente mi producción cae y mis  reservorios, una vez que yo empiezo a producir, llego a mi ‘plato’ de producción. Si no hago nada empieza a declinar y muchas veces, a pesar de todos los esfuerzos que se hace, de trabajar con reservorios, igual la producción cae. Entonces, lo que ha permitido el incentivo de líquidos es que se logre reponer los volúmenes que estaban cayendo. — Una de las plantas petroquímicas estará en Tarija y el Presidente dijo que con ello se da un paso más a la industrialización del gas, ¿qué impacto tiene esto para ustedes?  — Me parece muy bueno que desarrollemos proyectos de esa envergadura en la parte industrial. Obviamente, hoy en día la parte comercial es mucho más importante que la parte técnica porque la parte técnica sí me da una ventaja, es un desafío en el montaje, pero lo que al final determina el éxito del negocio es la parte comercial. Creo que va a ser interesante eso en Bolivia. — La obtención de licencias ambientales ha sido una barrera constante para ustedes, tardan años en obtenerla. ¿Han pedido desde la CBHE que este tema se pueda agilizar? — El sector está trabajando con los organismos gubernamentales para poder determinar mejor el proceso de las licencias ambientales, y de esta manera poder acortar los tiempos y agilizar su obtención, es un proceso muy importante. Creo que la actividad (hidrocarburífera) no puede dañar el medio ambiente y se tiene una responsabilidad, y la licencia ambiental cumple con un objetivo muy importante para todos los bolivianos, entonces en lo que hay que trabajar es agilizar para poder eliminar lo que no agregue valor, lo que no esté aportando.  — Es la primera mujer en ocupar el cargo de presidenta de la CBHE. ¿En otras cámaras de Latinoamérica otras mujeres ocupan también ese puesto? — En realidad hay todavía muy pocas mujeres en posiciones de liderazgo, hay una estadística de que en América Latina, en realidad en México y Brasil se llega a- penas al 6% de cantidad de mujeres que ocupan posiciones de presidencia o de directorio. Entonces, eso muestra que todavía hay mucho espacio no solo en el sector de hidrocarburos. Creo que en Brasil el presidente de Petrobras es una mujer, Graca Foster, entonces sí se ven posiciones importantes ocupadas por mujeres. Una mujer lidera la CBHE por primera vez Claudia Cronenbold es cruceña, ingeniera comercial egresada de la Universidad Gabriel René Moreno de Santa Cruz. Hace 15 años ocupa cargos en el sector de evaluación de negocios, proyectos y planificación estratégica. Actualmente es Gerente General de la empresa Transierra, que transporta gas natural por ductos. Es la primera mujer en ser presidenta de la CBHE, en los 27 años de esa organización.
95|article241586|/ 17 de enero de 1977|Evo inaugura planta procesadora de quinua|Lo hizo en Coroma, Potosí, y aconsejó sentarse a dialogar por los límites|El presidente Evo Morales entregó ayer en la comunidad indígena de Coroma, Potosí, una planta procesadora de quinua y comprometió su apoyo para financiar proyectos de riego y de fortalecimiento de la producción de alimentos en la región, informó radio Patria Nueva. La planta tuvo una inversión de más de 6 millones de bolivianos y beneficiará de manera directa a 1.500 familias. “Hermanas y hermanos, aquí hay que priorizar proyectos productivos para que nuestra gente no se vaya a otros departamentos”, exhortó Morales. Respecto al conflicto de límites, señaló: “Solo los originarios que viven acá van a poder resolver ese tema (…) es cuestión de reconocer cómo hemos vivido tantos años (…). Es cuestión de sentarnos   como vecinos y resolver el conflicto, ustedes son dueños de esta tierra”, destacó el presidente Morales.
96|article241586|/ 17 de enero de 1977|Evo inaugura planta procesadora de quinua|Lo hizo en Coroma, Potosí, y aconsejó sentarse a dialogar por los límites|El presidente Evo Morales entregó ayer en la comunidad indígena de Coroma, Potosí, una planta procesadora de quinua y comprometió su apoyo para financiar proyectos de riego y de fortalecimiento de la producción de alimentos en la región, informó radio Patria Nueva. La planta tuvo una inversión de más de 6 millones de bolivianos y beneficiará de manera directa a 1.500 familias. “Hermanas y hermanos, aquí hay que priorizar proyectos productivos para que nuestra gente no se vaya a otros departamentos”, exhortó Morales. Respecto al conflicto de límites, señaló: “Solo los originarios que viven acá van a poder resolver ese tema (…) es cuestión de reconocer cómo hemos vivido tantos años (…). Es cuestión de sentarnos   como vecinos y resolver el conflicto, ustedes son dueños de esta tierra”, destacó el presidente Morales.
97|article241627|2014-05-31 00:00:00|Evo inaugura planta procesadora de quinua|El gerente de FegaBeni Carmelo Arteaga informó que hasta el momento se  reportó la pérdida del 2 por ciento del hato ganadero que alcanzaría por  los menos a 60 mil cabezas de ganado muertas.|La Federación de Ganaderos del Beni (FegaBeni) reportó la muerte de 60 mil cabezas de ganado vacuno por efecto de las bajas temperaturas que se registran en ese departamento y otras regiones del oriente y chaco boliviano. Luego de las inundaciones que afectaron gran parte del departamento de Beni y dejaron sin pastizales al ganado vacuno, ahora esa región soporta bajas temperaturas conocidas como «surazos» que están diezmando a las reces que presentan grados de desnutrición y calambres. El gerente de FegaBeni, Carmelo Arteaga informó que hasta el momento se reportó la pérdida del 2 por ciento del hato ganadero que alcanzaría por los menos a 60 mil cabezas de ganado muertas. «Entre el camino que va de San Ramón son 27 kilómetros hay 700 cabezas de ganado muertas sobre la carretera, en una hacienda de Magdalena se reportan 300 cabezas de ganado muertas, ayer el reporte de Santa Ana de Yacuma en un tramo caminero habían como 800 cabezas de ganado muertas», informó a la red ATB. El dirigente informó que por la emergencia se está realizando un censo entre los ganaderos para cuantificar las pérdidas y recomendó a sus afiliados trasladar el ganado a los bosques y montes, con el objetivo de mitigar el impacto. Los ganaderos piden al gobierno ejecutar los recursos del plan Patujú y un reajuste, tomando en cuenta el actual momento que permita encarar los desastres.
98|article241627|2014-05-31 00:00:00|Evo inaugura planta procesadora de quinua|El fiscal Ricardo Condori dijo que los acusados deberían someterse al proceso  para demostrar que son inocentes y no recusar a todos los jueces, en una  actitud dilatoria, al recordar que recusaron a los juristas de Quime,  Sica Sica, Patacamaya y Sapahaqui.|El juez de Sapahqui, César Yampara, fue recusado el viernes por la noche por los 11 acusados de asesinato en el caso de Arcopongo, constató un periodista de la ABI. «Aprovechando el cuarto intermedio que dispuso pasada las 19h00,  uno de los imputados presentó una recusación en contra del juez, en ese sentido, pasó al siguiente número, lo más probable que lo remitan a la ciudad de El Alto’, explicó a la ABI, el fiscal Ricardo Condori. Molesto por esa actitud, dijo que los acusados deberían someterse al proceso para demostrar que son inocentes y no recusar a todos los jueces, en una actitud dilatoria, al recordar que recusaron a los juristas de Quime, Sica Sica, Patacamaya y Sapahaqui. Informó que, según el cuaderno de investigación, se pudo establecer la participación de los 11 imputados en los hechos registrados en Arcopongo y aclaró que por falta de ‘elementos de convicción’ se requirió la libertad de otros dos aprehendidos. Anticipó que entre las pruebas que presentará el Ministerio Público a la autoridad jurisdiccional, para fundamentar la imputación y la solicitud de detención preventiva, están las declaraciones testificales, los certificados de defunción de las personas asesinadas, los casquillos de Fusil Liviano Automático (FAL), una ametralladora y otros elementos que colectaron en el escenario del hecho. «Por las declaraciones de los testigos se evidenció que los comunarios de Ullacaya ingresaron a Palma Flor con el fin, no solamente de asentarse en esa área y explotar oro sino de ‘matar a personas y quitarles la vida», subrayó. «Algunos aprehendidos pertenecen a la cooperativa Hullacayas, quienes también contrataron a personas y tienen una directa relación con esos sucesos que dejaron el saldo de tres personas muertas», complementó.
